"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"1400000US09009190200","Census Tract 1902, New Haven County, Connecticut","1484","105","3.7","3.1","3.2","3.3","3.0","2.1","1.0","1.1","11.7","5.0","11.9","4.5","16.8","5.6","11.7","4.4","13.5","5.3","23.5","5.5","98241","22916","148886","20777","24.1","(X)","(X)","(X)","(X)","(X)","1027","107","2.3","3.5","0.0","3.1","1.7","1.9","0.6","0.9","7.4","5.8","10.8","5.5","15.9","7.4","13.0","5.5","16.3","7.2","32.0","7.7","143661","27279","180517","28299","(X)","(X)","30.1","(X)","(X)","(X)","891","130","2.7","4.1","0.0","3.6","1.9","2.2","0.7","1.0","5.3","6.1","8.5","4.4","13.4","8.2","13.7","5.9","18.0","8.3","35.9","8.9","155625","21899","N","N","(X)","(X)","(X)","(X)","(X)","(X)","457","95","6.8","6.8","10.3","10.1","6.1","5.7","2.0","3.0","21.2","9.7","14.4","8.3","22.1","8.0","8.8","7.0","3.9","4.4","4.4","4.6","54563","13657","74208","19562","(X)","(X)","(X)","(X)","10.5","(X)"
"1400000US09009190301","Census Tract 1903.01, New Haven County, Connecticut","2426","111","1.9","1.7","1.4","1.3","2.4","1.7","2.0","1.6","5.4","2.8","12.2","4.5","16.3","5.4","25.1","7.0","14.1","4.7","19.2","5.9","115833","17923","142338","14495","19.6","(X)","(X)","(X)","(X)","(X)","2051","115","0.7","1.1","0.0","1.6","0.5","0.8","0.6","1.0","5.0","3.0","10.7","4.5","17.7","6.1","29.5","8.3","14.1","4.8","21.0","6.9","122280","9572","153788","17133","(X)","(X)","19.1","(X)","(X)","(X)","1792","122","0.0","1.8","0.0","1.8","0.6","0.9","0.7","1.1","4.7","2.9","8.5","3.6","15.7","6.5","29.6","8.6","16.2","5.5","24.1","7.8","127155","9376","N","N","(X)","(X)","(X)","(X)","(X)","(X)","375","106","8.0","8.7","9.3","8.5","12.5","9.8","9.9","8.7","7.5","6.9","20.3","15.1","10.7","11.1","8.3","7.5","4.5","7.2","9.1","9.0","50625","8589","74500","26349","(X)","(X)","(X)","(X)","19.5","(X)"
"1400000US09009190302","Census Tract 1903.02, New Haven County, Connecticut","2111","120","3.6","2.4","1.2","1.4","4.5","2.9","0.6","0.9","12.4","5.8","22.0","6.8","11.5","6.2","19.3","6.7","12.6","5.6","12.6","4.3","90625","14600","116366","12600","25.3","(X)","(X)","(X)","(X)","(X)","1597","130","1.1","1.8","1.6","1.8","0.0","2.0","0.8","1.2","7.3","4.4","23.4","8.2","12.7","6.8","23.0","8.9","15.3","7.1","14.9","5.4","114205","30385","134151","15306","(X)","(X)","25.4","(X)","(X)","(X)","1391","139","0.0","2.3","1.8","2.1","0.0","2.3","0.9","1.4","6.0","4.4","20.0","7.5","13.4","7.7","23.3","9.2","17.5","7.9","17.1","6.0","122781","16049","N","N","(X)","(X)","(X)","(X)","(X)","(X)","514","161","11.1","8.3","0.0","6.1","18.5","12.0","0.0","6.1","31.5","15.8","17.7","10.4","6.6","7.2","8.6","7.5","4.1","6.5","1.9","3.4","41830","7064","56168","15397","(X)","(X)","(X)","(X)","25.1","(X)"
"1400000US09009190303","Census Tract 1903.03, New Haven County, Connecticut","1315","74","3.8","3.9","0.7","1.0","4.9","3.2","6.6","5.0","7.0","3.4","17.9","5.2","10.0","4.5","17.9","5.5","12.9","4.6","18.3","5.6","94201","22996","124371","17341","21.0","(X)","(X)","(X)","(X)","(X)","880","96","2.2","2.4","0.0","3.6","1.3","1.9","1.1","1.7","4.5","3.5","17.2","7.1","8.3","4.3","23.6","7.4","16.4","5.4","25.5","7.8","127647","18371","155294","21180","(X)","(X)","24.2","(X)","(X)","(X)","807","97","0.0","3.9","0.0","3.9","1.4","2.1","1.2","1.9","5.0","3.9","14.4","6.6","9.0","4.7","24.5","8.1","16.7","5.6","27.8","8.5","134896","21255","N","N","(X)","(X)","(X)","(X)","(X)","(X)","435","107","7.1","10.3","2.1","3.2","12.2","10.2","17.7","14.1","12.0","6.9","19.3","11.4","15.4","11.1","4.4","5.1","6.0","8.8","3.9","4.5","46875","15788","61213","14085","(X)","(X)","(X)","(X)","14.5","(X)"
"1400000US09009194100","Census Tract 1941, New Haven County, Connecticut","2280","174","4.3","3.9","4.1","2.6","11.8","5.8","6.7","3.5","8.4","3.7","9.5","3.6","9.6","3.5","14.5","4.7","13.5","4.5","17.7","5.4","89844","16720","138450","25763","28.2","(X)","(X)","(X)","(X)","(X)","1518","148","0.0","2.1","1.0","1.6","0.9","1.4","4.8","3.6","4.9","3.4","10.5","4.3","10.2","3.6","20.9","6.9","20.3","6.5","26.5","7.1","136645","18822","192381","34396","(X)","(X)","29.6","(X)","(X)","(X)","1340","144","0.0","2.4","0.0","2.4","1.0","1.6","1.8","2.0","4.5","3.4","9.3","4.4","11.6","4.0","20.5","7.5","22.0","7.1","29.3","8.3","157526","27725","N","N","(X)","(X)","(X)","(X)","(X)","(X)","762","184","12.9","11.7","10.2","7.3","33.5","14.6","10.4","8.0","15.4","8.6","7.5","6.2","8.4","8.2","1.8","3.2","0.0","4.2","0.0","4.2","21545","7728","30757","6623","(X)","(X)","(X)","(X)","25.3","(X)"
"1400000US09009194201","Census Tract 1942.01, New Haven County, Connecticut","2525","130","0.0","1.3","1.0","1.1","6.9","3.5","2.1","1.7","10.3","4.3","8.4","3.4","11.7","3.3","23.0","5.2","13.3","3.6","23.2","5.0","118962","9112","148216","15873","23.3","(X)","(X)","(X)","(X)","(X)","2033","127","0.0","1.6","0.5","0.9","2.0","3.1","0.6","1.0","9.7","4.9","8.0","3.9","10.2","3.8","25.1","5.9","15.6","4.0","28.0","6.2","135203","12590","167593","19378","(X)","(X)","20.1","(X)","(X)","(X)","1864","130","0.0","1.7","0.6","0.9","2.2","3.4","0.0","1.7","7.8","4.5","7.1","3.9","10.5","4.0","26.8","6.5","15.1","4.1","29.8","6.3","137209","12323","N","N","(X)","(X)","(X)","(X)","(X)","(X)","492","119","0.0","6.4","2.8","4.6","27.2","11.3","7.9","7.8","12.6","8.9","10.0","7.4","17.9","8.8","14.4","9.9","7.1","6.3","0.0","6.4","46923","23993","64209","12425","(X)","(X)","(X)","(X)","36.6","(X)"
"1400000US09009194202","Census Tract 1942.02, New Haven County, Connecticut","1871","105","1.0","1.5","2.0","1.6","3.4","2.0","3.1","2.4","6.0","2.5","15.1","4.5","11.8","4.5","12.2","4.0","17.7","4.4","27.7","5.6","128950","26115","153885","13525","22.2","(X)","(X)","(X)","(X)","(X)","1446","103","0.0","2.2","0.0","2.2","1.9","1.8","1.9","2.2","4.1","2.6","11.5","4.2","10.8","4.5","15.2","5.1","18.8","5.2","35.8","6.8","153773","15939","178793","16648","(X)","(X)","19.1","(X)","(X)","(X)","1343","104","0.0","2.4","0.0","2.4","1.5","1.8","2.0","2.3","3.9","2.7","9.3","3.7","9.6","4.6","15.7","5.4","19.4","5.5","38.6","7.2","165250","21554","N","N","(X)","(X)","(X)","(X)","(X)","(X)","425","96","4.5","6.7","8.9","7.5","8.5","6.7","7.3","6.4","12.5","7.9","27.3","12.0","17.2","11.8","1.9","3.1","12.0","7.9","0.0","7.4","63750","15257","67247","11751","(X)","(X)","(X)","(X)","32.9","(X)"
"1400000US09009341100","Census Tract 3411, New Haven County, Connecticut","2291","154","3.2","2.3","1.3","1.4","5.7","3.2","8.7","3.7","11.8","4.3","13.7","4.4","16.8","5.4","25.9","6.0","10.2","4.7","2.7","2.6","85280","11053","88189","7367","24.2","(X)","(X)","(X)","(X)","(X)","1498","101","2.1","2.3","1.1","1.7","2.0","2.3","7.6","3.9","9.3","5.0","9.1","4.7","17.9","6.6","34.0","7.9","12.6","6.5","4.1","3.9","100588","11784","102360","9910","(X)","(X)","31.4","(X)","(X)","(X)","1275","123","1.3","2.0","1.3","2.0","1.3","2.0","5.6","3.9","6.3","4.2","8.2","4.7","19.9","7.7","36.5","8.7","14.8","7.5","4.9","4.5","103455","9814","N","N","(X)","(X)","(X)","(X)","(X)","(X)","793","170","5.4","5.2","1.5","2.5","12.7","7.7","14.4","7.8","16.5","8.7","20.3","10.4","12.9","10.0","12.7","8.1","3.5","4.2","0.0","4.0","49511","10282","58106","8561","(X)","(X)","(X)","(X)","10.6","(X)"
"1400000US09009343101","Census Tract 3431.01, New Haven County, Connecticut","1336","50","3.5","3.0","0.7","1.0","2.6","2.0","5.5","3.4","3.5","2.3","7.6","4.5","12.6","4.5","28.2","7.5","17.9","5.1","17.7","5.1","122167","18416","136089","11738","28.5","(X)","(X)","(X)","(X)","(X)","1058","87","0.0","3.0","0.9","1.3","0.0","3.0","1.9","2.0","3.6","2.9","6.6","5.2","14.7","5.8","30.5","8.2","21.6","6.3","20.1","5.4","137125","14955","154493","11893","(X)","(X)","24.3","(X)","(X)","(X)","973","101","0.0","3.3","0.9","1.4","0.0","3.3","2.1","2.2","2.9","2.7","5.1","4.9","13.6","5.9","30.9","8.7","22.6","6.7","21.9","5.9","142721","13388","N","N","(X)","(X)","(X)","(X)","(X)","(X)","278","70","16.9","13.6","0.0","11.0","12.6","9.1","19.4","13.0","3.2","5.3","11.5","10.3","13.3","9.6","19.4","15.0","3.6","5.5","0.0","11.0","35833","30923","56318","13110","(X)","(X)","(X)","(X)","44.6","(X)"
"1400000US09009343102","Census Tract 3431.02, New Haven County, Connecticut","1442","65","1.5","1.6","5.8","3.7","8.4","4.1","2.3","2.0","6.7","3.7","11.5","4.6","5.9","3.6","29.6","6.8","15.9","5.8","12.5","4.4","109239","15042","120348","12255","34.5","(X)","(X)","(X)","(X)","(X)","989","96","0.0","3.2","0.0","3.2","1.7","1.9","1.3","1.8","7.8","4.9","13.4","6.7","6.8","4.2","36.3","9.1","19.0","7.4","13.7","5.5","126771","13658","141653","16920","(X)","(X)","36.8","(X)","(X)","(X)","846","107","0.0","3.8","0.0","3.8","2.0","2.2","0.0","3.8","7.1","5.8","11.0","6.3","4.3","2.7","39.4","10.0","22.2","8.4","14.1","6.1","132016","16425","N","N","(X)","(X)","(X)","(X)","(X)","(X)","453","82","4.9","5.2","18.3","11.0","23.0","12.4","4.4","4.7","4.2","4.5","11.9","7.1","6.2","5.3","9.5","5.9","11.3","10.6","6.4","6.0","29375","30851","63925","16843","(X)","(X)","(X)","(X)","29.6","(X)"
"1400000US09009343200","Census Tract 3432, New Haven County, Connecticut","2138","101","1.3","1.4","0.6","0.9","2.0","1.9","4.3","2.9","9.5","4.2","13.0","5.2","8.9","4.3","27.5","7.1","21.3","6.1","11.6","3.7","110000","9687","127300","12459","24.9","(X)","(X)","(X)","(X)","(X)","1696","119","1.1","1.6","0.0","1.9","0.9","1.5","2.7","2.3","3.2","2.6","13.5","6.2","10.0","4.5","29.8","8.2","25.7","7.5","13.1","4.3","119444","16317","141716","15039","(X)","(X)","26.5","(X)","(X)","(X)","1346","147","0.0","2.4","0.0","2.4","1.2","1.9","2.2","2.3","4.1","3.1","7.6","4.2","11.9","5.5","26.7","8.0","32.4","9.1","14.0","4.7","138041","22371","N","N","(X)","(X)","(X)","(X)","(X)","(X)","442","128","2.0","3.5","2.7","4.5","5.9","7.4","10.6","9.8","33.5","18.4","11.1","10.4","5.0","7.5","21.3","16.4","7.9","11.5","0.0","7.1","47292","12792","68271","17666","(X)","(X)","(X)","(X)","15.4","(X)"
"1400000US09009343300","Census Tract 3433, New Haven County, Connecticut","2436","138","4.3","3.0","0.5","0.8","3.0","1.7","8.3","3.2","6.9","4.0","13.8","4.5","13.9","5.6","19.7","4.6","17.0","5.1","12.7","3.9","97656","15506","124659","14027","21.8","(X)","(X)","(X)","(X)","(X)","1767","151","3.4","3.6","0.7","1.2","1.0","1.3","2.8","2.1","2.8","2.5","11.7","4.4","12.0","5.7","26.2","6.1","23.4","6.5","16.0","5.4","128203","13351","149230","17791","(X)","(X)","22.2","(X)","(X)","(X)","1538","153","1.4","1.7","0.8","1.3","1.2","1.5","2.2","2.0","3.2","2.8","11.3","4.5","11.8","5.9","25.2","6.2","24.5","7.3","18.4","6.0","135714","11993","N","N","(X)","(X)","(X)","(X)","(X)","(X)","669","136","6.6","5.6","0.0","4.7","8.4","5.6","22.9","9.6","17.6","12.2","19.1","9.9","18.8","10.6","2.7","4.0","0.0","4.7","3.9","4.0","43125","10219","58679","12542","(X)","(X)","(X)","(X)","19.3","(X)"
"1400000US09009343400","Census Tract 3434, New Haven County, Connecticut","2319","112","1.1","1.2","0.0","1.4","4.1","3.5","4.4","3.3","4.9","3.2","11.2","4.1","14.5","4.6","25.0","5.5","18.9","4.4","16.0","5.2","116138","11375","134024","14889","23.3","(X)","(X)","(X)","(X)","(X)","1848","128","0.6","1.1","0.0","1.7","1.9","1.6","1.8","1.7","0.7","1.1","11.9","5.0","16.7","5.4","24.9","6.6","22.0","5.5","19.3","6.5","127218","14658","149446","17996","(X)","(X)","22.2","(X)","(X)","(X)","1535","138","0.8","1.3","0.0","2.1","1.3","1.1","2.2","2.1","0.8","1.4","9.1","4.5","14.9","5.2","25.1","7.1","25.0","6.3","20.7","7.5","140054","26092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","471","130","2.8","4.3","0.0","6.7","15.1","12.7","14.2","13.0","21.2","14.3","8.3","8.0","5.9","6.3","23.1","11.8","6.6","7.0","2.8","4.5","44872","28347","70797","15535","(X)","(X)","(X)","(X)","24.8","(X)"
"1400000US09009344100","Census Tract 3441, New Haven County, Connecticut","1816","93","2.9","1.9","4.8","3.6","8.0","4.6","5.9","3.0","12.7","4.2","11.0","4.5","15.5","4.4","15.5","4.6","13.9","4.1","9.8","4.2","86932","11932","104788","11001","36.0","(X)","(X)","(X)","(X)","(X)","1361","95","0.0","2.4","0.0","2.4","3.2","2.9","6.8","3.8","12.7","4.9","9.8","3.6","19.7","5.8","18.7","5.9","17.9","5.1","11.2","5.4","97765","7995","122539","13856","(X)","(X)","32.1","(X)","(X)","(X)","1210","95","0.0","2.6","0.0","2.6","1.7","1.8","6.7","4.0","11.9","5.4","9.8","4.1","17.2","6.0","20.0","6.3","20.1","5.8","12.6","6.1","109792","19104","N","N","(X)","(X)","(X)","(X)","(X)","(X)","455","113","11.4","7.7","19.1","13.3","22.6","15.6","3.1","3.5","14.7","9.7","14.7","12.3","6.4","5.6","1.8","3.3","2.2","3.6","4.0","6.1","20486","17982","46778","18916","(X)","(X)","(X)","(X)","47.7","(X)"
"1400000US09009344200","Census Tract 3442, New Haven County, Connecticut","962","74","3.1","2.9","0.0","3.3","2.3","1.9","1.5","1.5","6.8","4.2","8.5","3.7","18.2","7.6","28.0","6.9","13.3","6.2","18.4","7.1","109844","13573","133779","16537","28.6","(X)","(X)","(X)","(X)","(X)","788","76","2.0","2.1","0.0","4.0","1.5","1.7","0.0","4.0","5.6","4.3","9.0","4.0","16.6","8.7","28.3","7.7","15.5","7.2","21.4","8.4","117067","8955","145200","18698","(X)","(X)","30.2","(X)","(X)","(X)","688","88","2.3","2.4","0.0","4.6","0.9","1.4","0.0","4.6","4.5","4.1","7.6","3.7","12.4","7.5","30.1","9.0","17.7","8.1","24.6","9.4","125417","30332","N","N","(X)","(X)","(X)","(X)","(X)","(X)","174","61","8.0","11.9","0.0","17.0","5.7","6.8","8.0","7.9","14.9","13.0","6.3","6.6","25.3","14.2","23.6","13.9","3.4","5.5","4.6","7.3","80833","11805","79981","16959","(X)","(X)","(X)","(X)","21.3","(X)"
"1400000US09009345100","Census Tract 3451, New Haven County, Connecticut","2689","176","9.7","6.1","2.7","2.6","10.0","4.3","7.2","4.1","12.3","5.2","24.3","6.7","10.3","4.3","15.7","4.8","6.1","3.3","1.8","1.7","56677","9261","67477","6601","37.9","(X)","(X)","(X)","(X)","(X)","1850","184","8.1","7.3","1.1","1.6","5.0","4.2","8.5","5.6","8.4","5.1","26.7","8.5","13.2","5.8","17.6","6.1","8.9","4.9","2.6","2.4","70260","7140","78339","9787","(X)","(X)","30.7","(X)","(X)","(X)","1288","147","4.3","5.9","0.0","2.5","3.0","3.3","8.7","7.6","4.5","4.2","23.1","9.0","15.3","7.4","24.6","8.0","12.7","7.1","3.8","3.5","88056","16521","N","N","(X)","(X)","(X)","(X)","(X)","(X)","839","179","13.3","11.0","6.2","6.7","20.9","10.0","4.3","4.3","26.0","12.9","19.7","10.5","4.2","4.3","5.5","6.3","0.0","3.8","0.0","3.8","36952","14788","39888","7796","(X)","(X)","(X)","(X)","48.7","(X)"
"1400000US09009345201","Census Tract 3452.01, New Haven County, Connecticut","2406","170","11.6","5.6","2.1","1.9","4.7","3.1","8.3","3.9","12.4","4.0","21.6","6.8","11.0","4.3","21.9","5.3","4.7","2.6","1.8","1.6","59938","11196","69792","6154","26.5","(X)","(X)","(X)","(X)","(X)","1771","197","8.9","6.7","1.6","1.9","4.2","3.2","4.3","2.7","8.7","4.1","22.2","8.3","13.0","5.4","28.3","7.3","6.3","3.6","2.4","2.2","77523","10502","80660","7853","(X)","(X)","24.2","(X)","(X)","(X)","1090","163","0.0","2.9","1.3","2.0","3.8","3.4","5.5","3.5","8.4","5.3","15.2","7.1","14.9","7.5","36.7","9.6","10.3","5.7","3.9","3.5","101250","18795","N","N","(X)","(X)","(X)","(X)","(X)","(X)","635","166","19.1","12.7","5.7","6.5","8.2","8.6","19.5","13.3","18.1","10.7","21.9","14.4","5.4","5.8","2.2","3.4","0.0","5.0","0.0","5.0","31326","13776","36899","8465","(X)","(X)","(X)","(X)","32.9","(X)"
"1400000US09009345202","Census Tract 3452.02, New Haven County, Connecticut","1674","82","0.7","1.2","2.9","2.0","2.7","1.9","8.3","3.6","11.7","4.9","26.0","7.7","21.7","6.7","16.1","5.6","5.9","4.1","3.9","3.0","70741","11546","81993","6201","29.7","(X)","(X)","(X)","(X)","(X)","1224","108","1.0","1.6","1.5","1.8","0.0","2.6","6.9","3.5","8.2","4.4","25.4","8.8","26.6","7.9","18.1","7.0","6.9","5.3","5.4","4.2","79943","3948","90222","8367","(X)","(X)","27.0","(X)","(X)","(X)","960","113","0.0","3.3","0.0","3.3","0.0","3.3","7.9","4.3","5.6","3.7","18.3","7.9","31.3","10.2","21.3","7.9","8.8","6.5","6.9","5.2","83913","7867","N","N","(X)","(X)","(X)","(X)","(X)","(X)","450","91","0.0","7.0","6.7","5.4","10.0","6.7","12.0","9.3","21.3","12.5","29.3","11.4","10.0","10.7","7.6","7.3","3.1","4.5","0.0","7.0","50000","8259","56915","9886","(X)","(X)","(X)","(X)","34.0","(X)"
"1400000US09009345300","Census Tract 3453, New Haven County, Connecticut","2614","149","8.5","4.7","6.6","4.0","12.3","4.9","9.8","4.6","21.6","7.8","9.8","4.3","10.3","4.6","18.0","5.7","2.6","2.3","0.6","0.9","43787","3563","59444","6445","24.1","(X)","(X)","(X)","(X)","(X)","1497","187","4.1","6.4","4.5","3.7","5.6","4.0","10.8","6.0","18.4","7.3","8.6","4.5","17.2","7.0","25.3","9.1","4.5","4.0","1.0","1.6","73262","23258","75534","10478","(X)","(X)","21.9","(X)","(X)","(X)","1121","186","0.0","2.9","1.7","2.7","6.4","4.9","4.7","5.4","17.8","9.2","11.5","6.2","18.3","9.3","32.2","11.2","6.1","5.2","1.3","2.1","82292","10224","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1117","190","14.4","8.6","9.5","8.1","21.3","10.4","13.2","8.2","27.8","14.0","4.7","4.4","1.0","1.8","8.1","5.7","0.0","2.9","0.0","2.9","30792","11906","35433","6421","(X)","(X)","(X)","(X)","23.9","(X)"
"1400000US09009345400","Census Tract 3454, New Haven County, Connecticut","2910","170","4.3","2.5","7.9","5.2","9.9","4.2","7.5","3.5","10.2","4.3","17.4","5.7","11.9","4.0","15.0","4.8","11.3","4.7","4.8","2.9","64783","6631","85360","11049","33.3","(X)","(X)","(X)","(X)","(X)","1899","176","2.4","2.7","3.5","4.2","4.8","3.5","5.7","3.8","10.9","6.0","16.5","7.2","12.1","5.2","21.0","7.2","16.7","7.1","6.5","3.9","89069","15955","106738","15024","(X)","(X)","32.1","(X)","(X)","(X)","1492","187","0.0","2.2","3.3","5.1","2.5","2.7","3.4","3.1","9.4","5.5","15.2","7.0","15.3","6.5","25.7","8.8","16.9","7.6","8.3","5.0","101094","10258","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1011","191","7.7","5.0","17.8","12.9","19.4","9.5","13.3","7.9","14.2","8.4","16.8","8.3","4.3","4.3","3.9","3.7","1.1","2.0","1.6","2.7","28934","8573","41208","8040","(X)","(X)","(X)","(X)","34.0","(X)"
"1400000US09009346101","Census Tract 3461.01, New Haven County, Connecticut","2455","121","0.9","1.4","4.6","3.2","1.5","1.6","2.7","2.0","7.4","4.3","14.6","4.9","17.7","6.0","27.5","7.4","10.9","4.9","12.1","4.4","100403","11054","115365","11511","26.8","(X)","(X)","(X)","(X)","(X)","2091","128","1.0","1.6","3.0","2.8","0.0","1.5","2.6","2.1","7.1","4.2","14.0","5.7","17.6","6.5","30.2","8.3","12.2","5.6","12.3","5.1","104083","10782","119880","12808","(X)","(X)","28.2","(X)","(X)","(X)","1722","169","1.2","1.9","1.2","1.8","0.0","1.9","1.0","1.6","2.7","2.1","13.6","6.2","18.4","7.3","32.0","9.7","14.8","6.6","15.0","6.4","113846","14314","N","N","(X)","(X)","(X)","(X)","(X)","(X)","364","102","0.0","8.5","13.7","14.2","10.4","10.1","3.6","5.6","14.0","13.4","25.3","15.8","14.6","11.4","11.8","10.3","0.0","8.5","6.6","7.9","61944","16572","77666","28977","(X)","(X)","(X)","(X)","14.3","(X)"
"1400000US09009346102","Census Tract 3461.02, New Haven County, Connecticut","1973","104","0.6","0.9","1.1","1.2","4.3","3.7","3.0","2.0","3.9","2.3","16.0","5.1","17.2","5.7","21.1","6.0","16.7","6.2","16.0","5.8","110025","16145","127250","10052","24.8","(X)","(X)","(X)","(X)","(X)","1637","103","0.0","2.0","0.0","2.0","1.6","1.9","1.1","1.2","4.0","2.7","12.3","4.9","20.5","7.1","24.3","6.6","17.4","7.0","18.7","6.9","120034","16955","139399","10555","(X)","(X)","26.4","(X)","(X)","(X)","1405","96","0.0","2.3","0.0","2.3","0.9","1.5","0.6","1.0","3.7","2.6","10.9","5.5","16.2","6.9","25.7","7.2","20.3","8.1","21.8","7.9","135152","18135","N","N","(X)","(X)","(X)","(X)","(X)","(X)","336","115","3.6","5.7","6.3","7.0","17.3","17.4","12.5","9.7","3.0","4.9","34.2","17.7","5.4","5.8","8.3","7.7","6.5","9.7","3.0","4.8","51359","12084","61126","15851","(X)","(X)","(X)","(X)","17.0","(X)"
"1400000US09009347100","Census Tract 3471, New Haven County, Connecticut","1934","110","2.5","2.5","2.3","1.8","1.8","1.8","4.3","2.6","9.1","4.1","15.3","5.6","18.1","5.9","21.0","6.6","18.9","6.3","6.7","3.7","96136","14395","105430","9509","32.2","(X)","(X)","(X)","(X)","(X)","1459","99","1.9","2.9","0.0","2.2","0.6","1.0","5.2","2.9","4.3","2.7","11.3","4.8","21.9","7.4","24.1","7.5","21.8","7.9","8.8","4.9","106493","11522","118482","11643","(X)","(X)","36.0","(X)","(X)","(X)","1227","104","0.0","2.6","0.0","2.6","0.7","1.2","3.8","2.9","2.6","2.3","11.7","4.8","23.1","8.2","22.7","7.8","24.8","8.9","10.5","5.7","113156","16031","N","N","(X)","(X)","(X)","(X)","(X)","(X)","475","125","4.4","5.0","9.5","7.6","5.3","6.4","5.3","5.5","20.0","14.0","31.8","16.9","6.7","5.9","6.9","10.0","10.1","9.4","0.0","6.6","53826","6567","61922","13298","(X)","(X)","(X)","(X)","18.1","(X)"
"1400000US09009347200","Census Tract 3472, New Haven County, Connecticut","1298","71","2.2","1.8","1.8","1.7","3.2","2.1","9.5","5.2","7.3","4.5","10.4","4.4","16.0","5.7","27.2","6.5","11.1","5.8","11.3","4.2","99702","8068","110460","10534","40.8","(X)","(X)","(X)","(X)","(X)","1017","98","2.3","2.0","0.3","0.6","1.9","1.7","3.3","2.6","5.2","3.0","11.1","5.3","15.5","6.6","31.8","7.2","14.2","7.0","14.5","5.7","115880","16486","126127","12188","(X)","(X)","38.1","(X)","(X)","(X)","856","99","0.5","0.8","0.4","0.7","1.2","1.5","4.0","3.0","5.6","3.5","10.6","5.4","15.1","5.9","34.1","8.3","11.4","7.3","17.2","6.6","117500","14595","N","N","(X)","(X)","(X)","(X)","(X)","(X)","281","89","3.9","5.0","7.5","7.9","7.8","7.4","31.7","18.2","14.9","15.4","5.7","6.4","17.8","13.8","10.7","9.7","0.0","10.9","0.0","10.9","34901","18085","52365","11938","(X)","(X)","(X)","(X)","44.8","(X)"
