"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"1400000US09001210200","Census Tract 2102, Fairfield County, Connecticut","8.2","6.9","4.2","12.3","4.7","1.7","1.5","0.0","1.7","38750","11988","51636","5698","44.7","(X)","(X)","(X)","(X)","(X)","1291","126","4.5","4.1","9.2","6.0","11.7","5.4","17.8","7.6","12.4","6.7","24.2","10.7","5.6","3.8","12.8","6.0","1.9","1.8","0.0","2.5","38625","16621","51898","7408","(X)","(X)","34.7","(X)","(X)","(X)","706","146","0.0","4.5","10.6","9.3","7.9","6.3","20.8","11.3","12.7","9.5","28.0","14.0","5.7","3.6","11.8","6.9","2.4","2.9","0.0","4.5","45870","17919","N","N","(X)","(X)","(X)","(X)","(X)","(X)","553","131","3.1","5.0","20.1","10.9","20.4","10.2","13.4","9.7","11.2","9.1","18.8","10.3","6.9","8.0","6.1","6.1","0.0","5.7","0.0","5.7","32594","13859","40441","8345","(X)","(X)","(X)","(X)","57.5","(X)","1844","115","2.5","2.6","12.6","4.4","13.9","5.0","16.5","5.9","10.6","5.5","23.0"
"1400000US09001210300","Census Tract 2103, Fairfield County, Connecticut","5.0","18.7","6.0","17.7","4.7","2.7","1.8","2.2","2.2","61379","14185","71998","8136","41.5","(X)","(X)","(X)","(X)","(X)","1139","129","2.6","4.1","0.3","0.5","9.0","5.8","7.5","4.3","11.9","5.8","15.8","5.3","24.1","8.6","23.0","7.1","2.5","2.3","3.5","3.6","79260","9418","83634","12893","(X)","(X)","46.2","(X)","(X)","(X)","775","125","0.0","4.1","0.0","4.1","6.2","4.7","8.8","6.1","10.8","6.6","22.3","7.8","23.5","10.1","21.7","8.8","2.1","2.4","4.6","5.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","705","128","8.4","5.9","5.5","5.2","15.5","7.3","17.6","9.5","20.7","9.0","14.2","10.6","12.3","7.4","4.8","3.0","1.0","1.5","0.0","4.5","37337","8588","45159","6232","(X)","(X)","(X)","(X)","30.2","(X)","1844","109","4.8","3.4","2.1","2.0","8.2","3.4","10.1","4.5","18.2","5.6","15.3"
"1400000US09001210400","Census Tract 2104, Fairfield County, Connecticut","5.0","13.0","4.6","17.3","5.4","9.3","5.0","4.2","2.8","66193","3962","84188","11676","31.6","(X)","(X)","(X)","(X)","(X)","2111","202","0.7","1.1","0.7","1.3","7.8","5.9","10.3","4.8","10.8","5.3","18.7","6.4","12.6","6.3","21.0","7.5","11.6","7.1","5.8","4.1","75743","17529","97015","15809","(X)","(X)","34.8","(X)","(X)","(X)","1478","266","0.0","2.2","0.0","2.2","5.9","5.2","8.6","6.1","8.1","5.9","21.9","8.8","16.8","8.4","19.2","7.8","11.2","7.3","8.3","5.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1089","210","5.4","4.0","9.4","7.6","17.4","7.8","8.1","4.9","14.1","6.8","20.6","8.3","9.0","4.6","10.1","6.5","4.8","3.3","1.1","1.7","43021","14337","55792","8898","(X)","(X)","(X)","(X)","18.5","(X)","3200","144","2.3","1.6","3.7","2.8","9.8","4.3","9.3","3.8","11.3","4.1","19.8"
"1400000US09001210500","Census Tract 2105, Fairfield County, Connecticut","5.2","11.6","4.5","25.6","5.5","5.4","2.7","9.0","3.6","78247","17905","91861","8415","33.5","(X)","(X)","(X)","(X)","(X)","1810","232","5.1","4.2","0.9","1.5","4.4","4.1","0.0","1.8","9.2","4.3","13.5","7.1","9.4","4.6","34.5","8.8","8.1","4.2","14.9","5.9","111161","17181","117791","14447","(X)","(X)","34.6","(X)","(X)","(X)","1407","231","0.0","2.3","1.2","1.9","0.0","2.3","0.0","2.3","11.8","5.4","15.9","9.1","10.7","5.4","31.8","10.2","10.4","5.5","18.3","7.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1445","250","7.8","5.8","13.8","7.8","11.2","6.0","3.8","3.6","14.7","8.3","15.9","6.9","14.5","6.8","14.5","7.2","2.1","2.5","1.6","1.9","44543","13518","59050","9420","(X)","(X)","(X)","(X)","29.3","(X)","3255","171","5.1","2.8","6.7","3.8","8.7","3.8","1.7","1.6","11.6","4.3","14.6"
"1400000US09001210600","Census Tract 2106, Fairfield County, Connecticut","8.0","16.1","6.5","13.1","6.1","7.6","4.6","1.4","1.8","59205","17015","71414","9448","40.2","(X)","(X)","(X)","(X)","(X)","1430","203","6.2","7.8","1.5","2.0","5.9","5.6","11.7","6.7","16.2","9.9","24.8","9.6","11.7","7.6","9.6","5.3","11.0","6.9","1.4","2.2","55330","12577","71841","13067","(X)","(X)","39.1","(X)","(X)","(X)","924","191","9.6","11.8","0.0","3.5","3.9","4.9","2.9","3.1","10.2","7.8","37.1","12.8","9.1","7.1","10.4","6.9","14.6","8.7","2.2","3.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","727","193","8.9","5.7","1.5","2.5","14.6","11.3","6.6","7.0","14.9","10.6","17.7","10.1","13.3","8.1","19.9","12.6","1.0","2.1","1.5","3.1","54050","10205","62628","13043","(X)","(X)","(X)","(X)","33.1","(X)","2157","149","7.1","5.3","1.5","1.6","6.6","4.3","9.6","5.2","13.1","6.1","23.9"
"1400000US09001210701","Census Tract 2107.01, Fairfield County, Connecticut","7.4","13.3","4.7","6.7","4.4","3.6","2.5","0.3","0.6","47109","7763","56011","6258","40.8","(X)","(X)","(X)","(X)","(X)","1073","136","4.8","6.8","0.0","3.0","14.4","7.1","14.4","9.7","14.3","6.0","31.0","10.0","10.9","5.3","4.8","3.9","5.0","3.5","0.5","0.8","52917","11211","57084","7468","(X)","(X)","43.8","(X)","(X)","(X)","571","119","1.1","1.6","0.0","5.5","15.1","8.9","15.6","14.6","16.5","10.8","24.9","11.1","17.3","9.5","2.6","3.9","6.1","4.7","0.9","1.5","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","417","106","10.6","12.7","4.8","5.3","19.2","12.3","14.1","10.7","25.9","17.4","11.8","12.4","13.7","9.6","0.0","7.5","0.0","7.5","0.0","7.5","37944","15857","40426","8357","(X)","(X)","(X)","(X)","33.1","(X)","1490","129","3.4","3.7","1.3","1.4","15.7","6.1","14.7","7.3","18.4","7.9","22.6"
"1400000US09001210702","Census Tract 2107.02, Fairfield County, Connecticut","7.5","8.2","4.0","17.3","5.6","4.8","3.8","3.9","3.2","57959","12741","71775","8904","41.9","(X)","(X)","(X)","(X)","(X)","1079","136","6.5","5.0","2.0","2.5","9.8","5.5","10.7","6.5","10.2","5.6","23.4","9.2","9.0","5.8","17.5","6.9","6.4","4.9","4.4","4.0","62396","11863","77069","10546","(X)","(X)","46.0","(X)","(X)","(X)","689","120","0.0","4.6","1.0","1.7","4.1","3.9","6.1","5.6","15.2","8.2","24.2","10.8","14.1","8.5","23.1","10.0","10.0","7.7","2.2","3.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","369","123","6.8","5.4","0.0","8.4","16.3","15.3","20.3","19.6","12.7","13.7","19.2","12.5","6.0","6.1","16.5","12.1","0.0","8.4","2.2","4.0","41492","19928","54950","13878","(X)","(X)","(X)","(X)","30.1","(X)","1448","109","6.6","3.9","1.5","1.9","11.5","5.5","11.8","7.5","12.2","5.6","22.4"
"1400000US09001210800","Census Tract 2108, Fairfield County, Connecticut","4.3","16.1","5.8","25.2","6.1","10.3","3.7","15.7","3.4","105536","13505","122970","10354","30.7","(X)","(X)","(X)","(X)","(X)","1208","134","2.3","3.5","0.0","2.7","2.3","2.1","3.7","3.8","6.5","4.3","13.5","6.3","12.8","4.9","29.4","7.8","9.4","4.0","20.0","5.1","117656","11439","137556","14881","(X)","(X)","29.9","(X)","(X)","(X)","925","111","0.0","3.4","0.0","3.4","0.8","1.2","3.0","4.7","3.5","2.3","7.5","4.4","12.1","5.7","38.4","9.4","10.6","4.8","24.2","6.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","497","111","8.5","6.0","3.2","3.7","10.9","10.5","8.9","6.0","6.4","4.8","14.5","7.3","18.1","11.5","14.9","10.6","11.3","10.0","3.4","3.8","68487","27202","79599","15385","(X)","(X)","(X)","(X)","26.8","(X)","1705","106","4.1","3.0","0.9","1.1","4.8","3.4","5.2","3.2","5.0","2.6","12.6"
"1400000US09001210900","Census Tract 2109, Fairfield County, Connecticut","5.5","20.2","5.9","18.4","4.9","8.3","4.0","17.6","5.5","88466","13746","126010","15003","31.3","(X)","(X)","(X)","(X)","(X)","1478","134","0.0","2.2","0.0","2.2","0.9","1.6","1.8","2.7","5.8","4.3","8.1","5.0","24.9","8.1","24.2","7.0","10.5","5.2","23.9","6.9","114012","21421","153633","17612","(X)","(X)","30.5","(X)","(X)","(X)","1294","151","0.0","2.5","0.0","2.5","0.0","2.5","2.0","3.0","3.9","3.4","9.3","5.7","23.6","8.3","23.6","7.2","10.4","5.8","27.3","7.7","132650","24295","N","N","(X)","(X)","(X)","(X)","(X)","(X)","580","132","4.8","5.4","2.4","4.1","19.7","13.1","16.9","10.3","14.7","12.7","25.5","14.6","13.4","9.1","0.0","5.4","2.6","4.2","0.0","5.4","44107","14121","47520","8686","(X)","(X)","(X)","(X)","33.4","(X)","2058","112","1.4","1.6","0.7","1.1","6.2","4.0","6.0","3.3","8.3","4.7","13.0"
"1400000US09001211000","Census Tract 2110, Fairfield County, Connecticut","6.1","12.3","5.2","22.9","5.7","10.9","5.9","5.6","2.8","77821","13081","93835","10165","31.4","(X)","(X)","(X)","(X)","(X)","943","78","0.0","3.4","0.0","3.4","0.0","3.4","1.6","1.8","7.8","5.4","22.4","9.2","18.7","7.7","34.3","8.1","8.2","5.1","7.1","3.9","98125","16395","108240","10153","(X)","(X)","36.3","(X)","(X)","(X)","754","88","0.0","4.2","0.0","4.2","0.0","4.2","1.1","1.6","1.6","2.6","16.6","7.7","21.5","9.0","41.4","9.5","9.0","5.6","8.9","4.8","107300","7365","N","N","(X)","(X)","(X)","(X)","(X)","(X)","534","97","8.4","6.3","8.8","9.2","15.2","7.6","6.0","4.8","18.7","9.9","23.4","8.8","1.1","2.1","8.8","7.4","6.6","5.1","3.0","3.6","41652","8107","58926","15544","(X)","(X)","(X)","(X)","22.8","(X)","1477","86","3.0","2.3","3.2","3.5","5.5","2.8","3.2","2.1","11.8","4.7","21.6"
"1400000US09001211100","Census Tract 2111, Fairfield County, Connecticut","42.2","0.0","89.4","72.7","42.2","0.0","89.4","0.0","89.4","103750","26583","96464","16331","45.5","(X)","(X)","(X)","(X)","(X)","11","7","0.0","89.4","0.0","89.4","0.0","89.4","45.5","51.7","0.0","89.4","27.3","42.2","0.0","89.4","27.3","52.2","0.0","89.4","0.0","89.4","(X)","(X)","64318","38138","(X)","(X)","45.5","(X)","(X)","(X)","6","6","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","50.0","50.0","0.0","100.0","50.0","50.0","0.0","100.0","0.0","100.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)","11","7","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","27.3"
"1400000US09001211200","Census Tract 2112, Fairfield County, Connecticut","4.6","14.7","4.5","20.9","5.8","4.6","2.5","7.9","4.0","71909","12168","88367","11735","35.6","(X)","(X)","(X)","(X)","(X)","1490","183","4.0","3.5","1.9","2.1","5.2","3.6","4.4","4.3","7.0","5.0","14.8","5.8","16.8","6.3","26.3","7.7","6.6","3.9","12.9","6.3","92012","13993","113752","16141","(X)","(X)","38.0","(X)","(X)","(X)","1267","186","3.0","3.0","1.2","1.8","3.9","3.1","5.1","5.0","6.1","4.8","15.0","6.5","17.3","7.3","28.7","8.9","6.9","4.4","12.7","6.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","946","177","12.6","8.2","7.7","5.5","21.0","10.4","13.3","9.2","13.5","6.4","9.3","7.1","8.5","5.2","12.5","8.5","1.6","2.5","0.0","3.4","31270","11181","46841","10811","(X)","(X)","(X)","(X)","28.8","(X)","2436","170","7.3","4.1","4.2","2.6","11.3","4.8","7.8","4.5","8.4","3.4","12.7"
"1400000US09001211300","Census Tract 2113, Fairfield County, Connecticut","6.7","17.6","5.9","27.8","6.9","8.6","4.5","10.2","4.3","97885","7374","124425","22769","37.0","(X)","(X)","(X)","(X)","(X)","974","79","0.0","3.3","0.8","1.3","5.6","6.0","3.6","4.5","6.1","4.9","15.4","7.4","20.9","7.3","24.6","7.6","9.5","5.6","13.3","5.5","98421","8324","134635","29228","(X)","(X)","34.6","(X)","(X)","(X)","845","88","0.0","3.8","0.9","1.5","3.3","4.9","4.1","5.1","2.4","2.1","11.5","5.6","23.0","7.7","28.4","8.4","11.0","6.5","15.4","6.4","106492","11393","N","N","(X)","(X)","(X)","(X)","(X)","(X)","306","93","5.2","5.9","0.0","10.1","7.2","5.8","2.3","3.7","8.5","8.3","29.4","13.8","6.9","7.0","35.0","14.9","5.6","5.8","0.0","10.1","74130","28351","82977","13388","(X)","(X)","(X)","(X)","37.6","(X)","1280","99","1.3","1.4","0.6","1.0","3.9","3.7","3.3","3.6","6.6","4.0","20.2"
"1400000US09001211400","Census Tract 2114, Fairfield County, Connecticut","4.8","18.2","6.1","25.3","6.5","10.2","4.5","8.0","4.1","89120","13649","107241","13028","37.0","(X)","(X)","(X)","(X)","(X)","1441","173","3.1","4.9","1.1","1.7","5.8","5.0","4.8","3.4","7.6","4.6","11.0","4.5","17.1","9.0","27.3","8.7","10.6","5.2","11.6","6.2","98125","30541","117825","19505","(X)","(X)","37.0","(X)","(X)","(X)","1128","154","0.0","2.8","1.4","2.1","1.2","1.8","6.1","4.3","6.6","4.6","13.0","5.8","12.1","7.3","34.8","10.3","12.3","6.2","12.4","7.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","789","198","1.6","2.7","1.9","3.3","4.8","4.7","13.3","12.2","7.1","6.2","20.5","11.0","26.5","11.3","17.5","8.3","5.3","5.1","1.4","2.3","75353","16263","80585","11822","(X)","(X)","(X)","(X)","32.7","(X)","2230","143","0.6","0.9","1.4","1.6","7.5","4.2","7.8","4.5","6.7","3.5","14.3"
"1400000US09001220100","Census Tract 2201, Fairfield County, Connecticut","5.3","11.6","4.6","24.7","6.1","14.8","4.6","12.2","4.1","101210","8181","122643","11173","27.4","(X)","(X)","(X)","(X)","(X)","1439","104","0.0","2.2","0.0","2.2","2.6","2.0","1.3","1.6","9.5","4.8","16.9","5.6","9.5","4.2","29.7","7.4","16.6","5.4","14.0","4.8","118375","16816","135225","12803","(X)","(X)","28.4","(X)","(X)","(X)","1234","117","0.0","2.6","0.0","2.6","1.7","1.9","1.5","1.8","7.6","4.5","13.7","5.1","10.1","4.5","30.1","8.0","18.8","6.4","16.4","5.5","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","320","106","6.3","6.8","3.8","5.8","17.8","11.5","10.3","9.2","10.3","7.9","17.2","10.5","21.3","15.4","2.2","3.7","6.9","6.9","4.1","6.1","50568","18532","65920","15359","(X)","(X)","(X)","(X)","23.1","(X)","1759","97","1.1","1.2","0.7","1.0","5.3","2.9","3.0","2.0","9.1","4.0","17.5"
"1400000US09001220200","Census Tract 2202, Fairfield County, Connecticut","3.6","13.5","4.7","24.8","5.7","18.9","5.1","12.4","4.2","112676","13642","122274","9070","25.4","(X)","(X)","(X)","(X)","(X)","1368","107","0.5","0.9","0.6","0.9","1.2","1.3","2.6","2.3","9.4","4.8","12.7","4.2","13.2","5.8","24.1","5.9","21.3","5.9","14.4","5.0","116136","12199","129308","10620","(X)","(X)","26.0","(X)","(X)","(X)","1201","115","0.6","1.0","0.7","1.0","1.4","1.5","2.1","2.2","9.8","5.3","11.3","3.9","9.2","5.1","26.7","6.7","24.2","6.5","14.0","4.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","360","111","0.0","8.6","2.5","4.1","15.3","9.4","7.2","6.8","5.0","5.8","15.3","9.8","22.8","14.3","17.5","10.1","9.7","13.5","4.7","7.0","83375","20505","92386","21580","(X)","(X)","(X)","(X)","23.1","(X)","1728","94","0.4","0.7","1.0","1.1","4.2","2.5","3.6","2.1","8.4","3.9","12.8"
"1400000US09001220300","Census Tract 2203, Fairfield County, Connecticut","4.8","21.1","6.8","19.9","5.8","11.8","4.8","14.5","4.4","96939","6586","130308","18582","29.8","(X)","(X)","(X)","(X)","(X)","1035","88","0.0","3.1","2.5","2.9","0.7","1.0","3.9","4.3","3.6","2.6","14.3","4.8","21.9","7.5","21.2","6.7","13.9","5.9","18.1","5.5","104904","16113","144326","23540","(X)","(X)","31.9","(X)","(X)","(X)","916","90","0.0","3.5","0.0","3.5","0.8","1.2","4.4","4.8","3.3","2.7","12.3","5.2","22.6","8.0","21.5","7.1","15.7","6.6","19.4","6.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","329","93","2.1","3.5","4.9","5.5","5.2","6.0","7.6","6.9","13.4","8.7","24.0","13.3","18.5","13.6","15.8","10.2","5.2","5.8","3.3","5.1","63274","15604","86210","30607","(X)","(X)","(X)","(X)","23.4","(X)","1364","117","0.5","0.8","3.1","2.5","1.8","1.6","4.8","3.7","5.9","2.9","16.6"
"1400000US09001230100","Census Tract 2301, Fairfield County, Connecticut","4.4","11.1","4.6","20.3","6.1","15.7","5.1","17.9","5.1","106429","16001","127887","11488","24.8","(X)","(X)","(X)","(X)","(X)","1900","117","0.0","1.7","1.3","2.1","1.1","1.7","7.0","4.2","3.9","2.9","8.4","4.0","11.5","5.2","19.2","6.7","22.1","7.1","25.5","7.1","140958","13784","154417","15205","(X)","(X)","20.1","(X)","(X)","(X)","1742","126","0.0","1.8","1.4","2.3","0.0","1.8","5.4","4.8","3.0","2.8","7.5","4.2","12.5","5.7","19.5","6.6","24.1","7.6","26.5","7.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","812","148","0.0","3.9","4.8","7.7","14.0","10.2","7.4","5.8","30.4","14.3","11.1","10.1","8.6","7.8","22.8","13.7","0.9","1.5","0.0","3.9","45776","11365","59941","11027","(X)","(X)","(X)","(X)","31.9","(X)","2712","129","0.0","1.2","2.4","2.7","4.9","2.7","6.8","3.3","12.2","4.5","8.7"
"1400000US09001230200","Census Tract 2302, Fairfield County, Connecticut","4.3","9.4","3.1","25.9","4.8","18.0","5.1","18.8","4.1","123750","7216","146320","12210","27.4","(X)","(X)","(X)","(X)","(X)","562","39","1.1","1.0","0.0","5.6","0.4","0.8","2.5","1.5","4.1","2.4","13.5","5.1","8.9","3.2","29.2","5.9","18.7","5.3","21.7","5.0","136389","12221","158962","12278","(X)","(X)","27.0","(X)","(X)","(X)","457","41","0.0","6.9","0.0","6.9","0.4","1.0","3.1","1.8","2.8","2.6","12.5","5.7","8.8","3.7","28.2","5.9","21.0","5.9","23.2","5.9","139375","12461","N","N","(X)","(X)","(X)","(X)","(X)","(X)","149","37","5.4","8.3","4.0","4.2","5.4","4.7","12.1","8.4","17.4","10.5","10.7","7.7","9.4","6.8","22.1","10.3","6.7","5.4","6.7","5.2","64583","37304","90685","22927","(X)","(X)","(X)","(X)","18.1","(X)","711","37","2.0","2.0","0.8","0.9","1.4","1.3","4.5","2.2","6.9","2.8","12.2"
"1400000US09001230300","Census Tract 2303, Fairfield County, Connecticut","5.7","15.9","4.6","10.3","4.5","10.9","3.9","29.3","6.2","104444","27989","152216","22078","24.8","(X)","(X)","(X)","(X)","(X)","1024","88","0.8","1.2","1.0","1.5","5.7","4.0","2.4","2.1","7.8","5.1","13.1","5.8","11.6","4.6","10.4","4.8","13.1","4.6","34.1","7.5","128864","40106","166777","25979","(X)","(X)","24.6","(X)","(X)","(X)","853","79","0.0","3.7","1.2","1.8","2.0","2.3","2.9","2.5","3.8","3.2","12.2","6.1","10.8","5.0","12.5","5.7","13.7","5.1","40.9","7.9","162279","30349","N","N","(X)","(X)","(X)","(X)","(X)","(X)","200","76","5.0","8.1","4.5","6.6","9.5","10.7","5.5","8.4","18.5","20.0","4.5","6.8","38.0","18.9","9.5","10.0","0.0","15.0","5.0","8.0","78194","31404","72986","20239","(X)","(X)","(X)","(X)","14.5","(X)","1224","85","1.5","1.6","1.6","1.6","4.5","2.7","2.9","2.2","9.6","5.6","13.5"
"1400000US09001230400","Census Tract 2304, Fairfield County, Connecticut","3.9","16.8","5.1","19.5","4.5","12.9","4.6","25.3","5.3","119821","12063","152910","15475","31.2","(X)","(X)","(X)","(X)","(X)","1766","89","0.0","1.8","0.5","0.9","0.6","0.8","3.2","1.9","4.5","3.7","10.2","4.2","17.8","5.6","20.9","5.4","14.8","5.2","27.5","5.9","128681","9025","161170","14667","(X)","(X)","32.8","(X)","(X)","(X)","1545","99","0.0","2.1","0.0","2.1","0.0","2.1","2.4","1.5","5.1","4.2","7.8","3.1","15.4","5.2","21.4","5.7","17.0","5.7","30.9","6.5","135469","22928","N","N","(X)","(X)","(X)","(X)","(X)","(X)","311","77","6.4","7.1","4.5","7.1","9.0","7.9","6.1","6.7","20.6","11.1","16.1","9.7","10.9","11.6","11.6","9.5","4.2","5.1","10.6","9.1","52813","26326","103702","54032","(X)","(X)","(X)","(X)","21.9","(X)","2077","79","1.0","1.1","1.1","1.3","1.8","1.4","3.7","1.8","6.9","3.4","11.1"
"1400000US09001230501","Census Tract 2305.01, Fairfield County, Connecticut","6.3","13.1","4.7","17.3","6.0","7.4","3.4","33.3","6.8","120050","32170","158759","16959","26.4","(X)","(X)","(X)","(X)","(X)","1117","97","1.4","1.7","0.0","2.9","0.7","1.1","2.0","2.3","1.6","1.8","12.2","5.9","14.9","5.4","17.9","6.8","8.8","4.0","40.6","8.4","147917","29543","178678","19170","(X)","(X)","27.5","(X)","(X)","(X)","932","96","0.0","3.4","0.0","3.4","0.9","1.3","1.5","2.5","0.0","3.4","10.3","5.0","14.1","5.5","18.2","6.9","10.5","4.7","44.5","8.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","290","81","2.4","3.8","15.5","14.6","2.8","4.0","5.9","6.5","21.4","17.5","23.1","16.0","6.6","6.2","15.2","12.1","2.1","3.3","5.2","7.1","54000","37698","80174","32329","(X)","(X)","(X)","(X)","22.4","(X)","1407","87","1.0","1.1","3.2","3.0","1.1","1.2","2.8","2.3","5.7","4.3","15.1"
"1400000US09001230502","Census Tract 2305.02, Fairfield County, Connecticut","6.1","11.4","4.1","23.0","5.2","15.0","5.5","8.7","3.3","91648","12105","101885","7885","23.0","(X)","(X)","(X)","(X)","(X)","1146","110","0.0","2.8","3.6","4.1","3.4","4.4","8.8","6.6","2.1","1.9","11.1","5.9","8.4","4.0","29.8","6.9","20.8","7.4","12.0","4.7","124405","11125","122394","11661","(X)","(X)","21.0","(X)","(X)","(X)","994","107","0.0","3.2","4.1","4.7","0.0","3.2","6.0","6.1","1.6","1.8","7.1","3.7","9.7","4.7","33.6","7.8","23.9","8.6","13.9","5.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","437","102","16.2","13.3","6.4","5.8","12.8","8.8","7.6","9.6","10.5","7.4","22.2","15.1","19.2","10.0","5.0","5.0","0.0","7.2","0.0","7.2","46736","19577","47719","7852","(X)","(X)","(X)","(X)","28.1","(X)","1583","90","4.5","3.8","4.4","3.2","6.0","3.6","8.5","5.6","4.4","2.3","14.2"
"1400000US09001240100","Census Tract 2401, Fairfield County, Connecticut","4.6","14.7","4.7","12.6","3.7","14.7","4.6","24.0","4.8","101538","13507","145252","14385","36.7","(X)","(X)","(X)","(X)","(X)","1237","104","0.0","2.6","1.3","1.5","0.6","1.0","2.7","2.2","6.9","4.4","9.9","5.5","14.1","6.4","15.6","5.3","17.5","6.2","31.4","6.8","148836","18052","177480","21694","(X)","(X)","30.3","(X)","(X)","(X)","1032","110","0.0","3.1","1.6","1.7","0.0","3.1","2.3","2.2","5.3","4.8","7.8","4.4","10.3","5.4","15.0","6.0","20.9","7.3","36.8","7.5","158897","13259","N","N","(X)","(X)","(X)","(X)","(X)","(X)","621","131","11.1","8.9","0.0","5.1","17.7","8.6","11.9","7.0","7.6","5.7","14.7","8.7","15.8","8.0","2.9","3.2","9.2","6.4","9.2","7.9","55170","24703","76539","21105","(X)","(X)","(X)","(X)","46.4","(X)","1858","110","3.7","3.1","0.9","1.0","6.4","3.1","5.3","2.8","6.7","3.5","11.1"
